Temperature,Humidity,Pressure,WindSpeed,CloudCover,Weather
18.3,91,1015,15.3,76,Rainy
29.6,84,999,15.6,17,Sunny
18.1,53,1023,15.2,73,Cloudy
36.5,65,1020,11.3,3,Sunny
31.7,100,1020,12.1,84,Rainy
21.3,62,1008,8.5,29,Sunny
16.3,41,1006,12.7,43,Cloudy
17.2,73,999,6.0,21,Sunny
31.3,63,1011,17.3,67,Cloudy
31.5,79,996,10.5,42,Cloudy
28.9,63,1024,10.8,24,Sunny
19.5,51,1021,1.4,40,Sunny
36.2,64,1016,15.3,77,Cloudy
15.6,74,1009,4.0,60,Cloudy
16.5,76,1024,1.6,64,Cloudy
23.5,69,1014,0.6,10,Sunny
38.0,40,1000,17.6,71,Cloudy
15.9,85,1020,1.7,40,Sunny
37.1,89,1008,4.4,37,Sunny
22.7,41,1002,3.9,52,Cloudy
18.8,77,1008,10.4,91,Cloudy
24.8,41,1012,0.6,48,Cloudy
33.2,98,1023,14.1,64,Cloudy
28.7,46,1004,10.6,97,Cloudy
32.2,54,1007,7.7,74,Cloudy
22.4,72,1017,1.6,65,Cloudy
31.8,63,1016,12.2,64,Cloudy
30.3,72,1022,3.7,73,Cloudy
30.2,78,1021,9.7,84,Cloudy
36.3,77,998,16.0,65,Cloudy
25.1,86,1008,5.0,19,Sunny
37.6,44,1018,3.5,84,Cloudy
15.8,62,995,17.7,20,Sunny
31.3,78,996,12.8,14,Sunny
29.7,48,1016,16.1,27,Sunny
20.3,82,1008,0.7,49,Cloudy
17.3,62,1003,9.4,10,Sunny
34.1,92,1002,17.1,40,Sunny
35.6,46,1007,14.2,32,Sunny
23.9,97,1002,2.2,82,Rainy
23.3,82,1004,10.9,29,Sunny
39.7,83,1008,6.2,99,Rainy
18.9,46,1015,11.4,87,Cloudy
19.3,45,997,2.0,95,Cloudy
15.3,81,1011,11.7,80,Rainy
17.1,87,1020,13.1,0,Sunny
38.4,90,1004,10.6,48,Cloudy
23.8,70,1015,4.3,31,Sunny
23.3,65,1001,13.0,60,Cloudy
24.0,50,1005,13.7,50,Cloudy
39.6,98,1019,14.9,18,Sunny
21.4,76,1002,9.8,34,Sunny
37.1,44,1017,13.6,68,Cloudy
38.0,51,996,12.5,34,Sunny
15.4,61,1003,9.1,55,Cloudy
33.5,64,1004,0.8,56,Cloudy
38.3,42,996,13.6,65,Cloudy
24.6,96,999,8.2,16,Sunny
34.7,76,1000,9.4,87,Cloudy
28.3,58,1002,7.3,26,Sunny
31.6,52,1012,1.3,44,Cloudy
24.9,73,1024,4.3,88,Cloudy
40.0,67,1001,16.4,67,Cloudy
15.7,65,1017,10.6,97,Cloudy
17.9,91,1011,12.5,17,Sunny
35.3,97,1014,6.4,68,Cloudy
24.8,45,1021,8.0,35,Sunny
28.0,82,996,16.2,16,Sunny
36.6,59,1003,11.2,57,Cloudy
18.1,85,1022,4.5,79,Rainy
36.1,47,1002,11.4,34,Sunny
35.2,52,1021,6.6,73,Cloudy
23.7,98,1025,14.9,98,Rainy
28.8,49,998,9.9,32,Sunny
35.9,60,1023,17.9,94,Cloudy
19.3,78,1009,8.1,39,Sunny
28.7,44,998,8.1,50,Cloudy
18.1,89,1022,11.9,97,Rainy
17.4,98,1007,15.6,32,Sunny
35.9,48,1023,8.5,50,Cloudy
36.8,93,1025,8.9,42,Cloudy
26.0,58,999,17.2,11,Sunny
22.3,42,1025,10.3,5,Sunny
24.5,45,1020,1.4,16,Sunny
25.8,76,995,11.3,56,Cloudy
20.3,46,1007,2.3,52,Cloudy
31.3,80,1000,6.4,67,Cloudy
29.3,94,999,11.9,22,Sunny
35.0,66,1006,16.9,85,Cloudy
30.3,100,1011,6.4,36,Sunny
28.2,84,997,14.5,75,Rainy
23.1,96,1022,0.5,13,Sunny
35.3,87,1004,16.5,10,Sunny
15.4,94,1008,8.5,4,Sunny
33.4,61,995,7.9,90,Cloudy
21.3,73,1010,9.4,8,Sunny
22.4,84,1016,7.6,4,Sunny
25.6,70,1001,6.2,79,Cloudy
23.4,89,1016,17.0,55,Cloudy
22.9,52,1002,12.6,39,Sunny
32.1,51,1013,15.8,66,Cloudy
19.7,85,1020,0.7,67,Cloudy
36.2,93,998,3.4,12,Sunny
17.1,65,1023,2.7,15,Sunny
32.3,45,1010,6.5,72,Cloudy
27.9,52,999,12.3,1,Sunny
15.6,77,1018,2.4,96,Cloudy
16.1,46,1017,12.2,43,Cloudy
33.1,79,1010,6.8,86,Cloudy
34.7,84,1014,9.5,21,Sunny
32.7,43,1010,15.9,17,Sunny
21.3,66,1006,5.9,31,Sunny
31.3,77,1016,2.9,8,Sunny
18.3,96,1022,1.6,75,Rainy
25.4,80,1018,11.2,19,Sunny
27.5,52,1001,9.5,3,Sunny
34.4,59,1018,3.5,82,Cloudy
39.5,67,1007,16.3,25,Sunny
38.1,92,1024,1.1,45,Cloudy
31.4,96,1002,2.3,62,Cloudy
23.4,54,1024,8.3,77,Cloudy
39.2,88,1021,12.0,32,Sunny
24.3,80,1021,14.7,15,Sunny
38.2,94,1016,3.6,26,Sunny
26.7,89,995,13.6,44,Cloudy
36.8,86,1000,3.1,75,Rainy
35.5,44,1009,13.4,71,Cloudy
29.4,41,1018,15.4,22,Sunny
28.5,50,1015,13.1,76,Cloudy
34.0,41,1014,12.1,30,Sunny
27.4,60,997,11.2,1,Sunny
33.2,51,1016,8.1,85,Cloudy
20.9,83,1008,16.5,91,Rainy
34.3,61,1010,5.4,26,Sunny
33.6,51,1006,12.9,71,Cloudy
18.9,83,1007,10.1,71,Rainy
23.3,88,1022,1.2,1,Sunny
17.8,63,1012,3.7,75,Cloudy
36.8,93,1018,15.8,94,Rainy
19.1,90,1020,9.0,46,Cloudy
28.2,50,1018,8.8,13,Sunny
18.1,76,1016,8.9,81,Cloudy
28.0,49,1014,8.5,76,Cloudy
22.6,50,999,10.8,81,Cloudy
24.6,61,1019,2.7,49,Cloudy
17.5,88,1018,14.9,12,Sunny
15.7,51,1001,8.6,9,Sunny
29.9,54,1008,11.9,24,Sunny
28.2,49,1012,11.8,8,Sunny
15.4,48,1012,6.6,0,Sunny
21.9,55,997,1.5,87,Cloudy
27.4,54,999,1.7,13,Sunny
30.9,68,997,11.5,1,Sunny
18.7,81,1019,4.4,94,Rainy
15.6,57,996,15.9,41,Cloudy
32.7,100,1016,4.9,84,Rainy
17.5,69,996,6.0,90,Cloudy
23.0,67,1001,12.1,53,Cloudy
19.0,89,1005,1.5,74,Rainy
27.9,85,1006,17.3,60,Cloudy
39.3,95,1020,1.7,7,Sunny
16.8,95,1022,5.5,4,Sunny
20.9,59,1005,15.5,8,Sunny
24.5,44,996,11.7,16,Sunny
26.7,75,1004,11.9,29,Sunny
38.1,83,1004,15.5,27,Sunny
16.5,94,1008,12.5,59,Cloudy
16.3,100,1004,15.1,65,Cloudy
32.0,44,995,3.2,38,Sunny
26.6,99,1025,8.5,95,Rainy
19.1,99,1010,16.3,95,Rainy
15.6,85,1013,16.4,36,Sunny
30.2,78,1015,5.0,23,Sunny
15.3,97,1007,15.2,75,Rainy
31.1,87,1008,5.0,92,Rainy
30.6,87,1004,10.5,81,Rainy
39.5,44,1004,2.0,66,Cloudy
27.8,95,1007,17.2,1,Sunny
28.4,72,1014,0.9,68,Cloudy
19.5,97,1004,9.2,29,Sunny
32.4,53,1000,4.5,12,Sunny
21.0,92,999,2.1,84,Rainy
37.1,95,1009,6.2,37,Sunny
22.1,50,1008,17.8,100,Cloudy
29.5,59,1023,8.5,67,Cloudy
17.7,91,1014,2.4,5,Sunny
17.6,80,1024,11.7,23,Sunny
36.6,58,998,16.2,51,Cloudy
35.9,57,1024,8.4,28,Sunny
31.2,77,1015,17.2,6,Sunny
21.6,87,1024,13.8,45,Cloudy
32.0,52,1013,15.2,14,Sunny
38.1,44,1021,8.4,96,Cloudy
35.8,79,1023,6.6,41,Cloudy
25.3,51,1018,13.5,1,Sunny
33.2,71,1019,8.6,35,Sunny
27.4,80,1008,4.2,63,Cloudy
20.7,58,1002,12.9,25,Sunny
38.4,64,1019,17.8,37,Sunny
16.9,81,1008,2.4,42,Cloudy
34.7,82,1008,7.5,32,Sunny
35.2,74,1014,13.9,22,Sunny
30.7,82,1013,5.4,79,Rainy
28.3,83,1005,7.4,49,Cloudy
34.2,49,1013,5.1,36,Sunny
28.3,61,1017,6.2,42,Cloudy
29.2,97,1019,3.8,35,Sunny
37.6,42,995,13.5,12,Sunny
19.1,50,1021,8.5,92,Cloudy
29.4,43,1025,5.2,10,Sunny
28.0,63,1025,0.5,67,Cloudy
29.4,95,1010,17.0,88,Rainy
35.2,79,1002,10.8,90,Cloudy
30.0,71,999,1.1,78,Cloudy
39.7,56,1025,8.0,57,Cloudy
24.3,66,1002,8.3,91,Cloudy
20.0,73,1020,12.1,9,Sunny
37.5,74,1020,4.1,96,Cloudy
27.9,84,999,1.0,26,Sunny
15.1,70,1007,16.5,86,Cloudy
27.4,48,1003,15.4,23,Sunny
33.7,60,1023,16.4,89,Cloudy
29.7,74,1022,13.4,79,Cloudy
23.9,56,1019,3.6,62,Cloudy
26.3,47,1021,0.6,61,Cloudy
21.7,80,1022,4.1,100,Cloudy
19.9,65,1016,14.3,13,Sunny
31.6,52,1012,5.8,65,Cloudy
19.6,73,1015,3.5,72,Cloudy
21.0,97,999,16.2,65,Cloudy
38.7,54,1003,17.6,56,Cloudy
31.6,46,1013,12.7,31,Sunny
18.4,88,1004,11.6,85,Rainy
18.1,81,1003,13.1,67,Cloudy
28.7,67,1008,7.6,42,Cloudy
32.0,86,999,11.1,19,Sunny
25.2,59,1018,2.2,41,Cloudy
16.9,51,1025,11.2,76,Cloudy
28.8,50,998,0.7,12,Sunny
37.8,72,1017,0.6,79,Cloudy
27.6,60,1019,9.4,84,Cloudy
27.2,95,1022,15.7,27,Sunny
16.8,71,1005,7.3,72,Cloudy
30.8,48,1022,9.9,66,Cloudy
28.0,92,1000,1.4,79,Rainy
28.2,57,1024,12.2,34,Sunny
24.9,58,1004,4.5,80,Cloudy
18.6,40,1014,4.8,10,Sunny
29.1,71,997,9.5,94,Cloudy
21.9,81,1013,6.1,26,Sunny
22.1,83,1014,16.4,43,Cloudy
25.6,53,1018,1.2,21,Sunny
37.5,93,1014,14.0,31,Sunny
35.0,70,1009,8.0,37,Sunny
28.2,72,1019,2.3,58,Cloudy
16.1,64,1017,10.3,100,Cloudy
19.1,89,1023,13.5,88,Rainy
19.5,86,1023,15.0,28,Sunny
16.6,85,1013,3.7,19,Sunny
23.7,63,1019,16.1,56,Cloudy
30.1,90,1006,17.6,22,Sunny
39.7,65,1021,9.1,6,Sunny
33.7,95,1004,0.6,82,Rainy
15.4,73,1013,15.1,71,Cloudy
27.9,71,999,7.9,55,Cloudy
22.7,69,1025,8.9,73,Cloudy
22.2,94,1002,13.0,55,Cloudy
34.2,45,1016,3.5,41,Cloudy
32.1,87,999,4.5,62,Cloudy
19.6,67,1012,13.9,34,Sunny
38.2,58,1025,4.1,56,Cloudy
19.4,70,1016,3.9,3,Sunny
24.9,74,1003,5.6,65,Cloudy
22.0,98,1001,14.8,6,Sunny
20.5,90,1007,14.7,85,Rainy
35.1,96,1014,4.2,16,Sunny
29.0,48,996,16.9,18,Sunny
19.0,54,1004,13.3,37,Sunny
24.6,59,1011,3.5,7,Sunny
16.7,66,996,7.6,85,Cloudy
38.7,84,1006,15.0,72,Rainy
38.6,72,1015,14.4,80,Cloudy
18.1,77,1013,1.7,2,Sunny
17.1,47,1005,17.5,40,Sunny
37.5,40,1016,15.1,46,Cloudy
36.8,74,1018,12.1,97,Cloudy
27.1,56,1013,7.9,5,Sunny
16.8,45,999,3.0,78,Cloudy
30.2,67,1015,9.9,7,Sunny
17.9,66,1001,10.9,62,Cloudy
29.6,72,1023,7.5,31,Sunny
17.0,43,1017,5.2,27,Sunny
27.5,57,1021,1.8,2,Sunny
26.6,96,1007,7.7,93,Rainy
39.2,45,1010,14.2,66,Cloudy
23.0,75,1007,17.4,93,Cloudy
37.9,69,997,5.4,65,Cloudy
35.1,84,997,2.6,19,Sunny
26.1,55,1004,2.0,39,Sunny
20.6,64,1015,8.1,71,Cloudy
28.2,66,1004,17.8,38,Sunny
29.6,66,1020,16.0,52,Cloudy
29.4,58,1014,3.1,15,Sunny
23.3,46,1018,2.7,7,Sunny
28.2,53,1007,1.8,21,Sunny
27.8,83,1019,10.0,50,Cloudy
35.3,99,1012,13.3,64,Cloudy
23.0,63,1014,13.8,23,Sunny
15.8,52,1022,3.1,85,Cloudy
17.6,49,1017,0.7,43,Cloudy
35.3,41,1019,16.9,9,Sunny
39.0,94,1006,1.8,81,Rainy
32.2,98,1017,3.7,53,Cloudy
26.1,43,995,5.1,26,Sunny
32.7,49,1005,8.3,0,Sunny
